no,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average,status
295,male,group B,associate's degree,free/reduced,none,married,never,yes,1,school_bus,> 10,66,61,59,62,Average
296,male,,some high school,standard,completed,widowed,regularly,no,2,school_bus,10-May,47,41,44,44,Poor
297,male,,associate's degree,standard,completed,single,regularly,no,1,school_bus,10-May,73,75,69,72.33333333,Average
298,male,group C,,free/reduced,completed,single,regularly,no,2,private,< 5,39,45,50,44.66666667,Poor
299,male,group D,associate's degree,free/reduced,none,married,regularly,no,2,,< 5,89,86,75,83.33333333,Good
300,male,group A,some college,free/reduced,completed,married,never,yes,2,private,< 5,76,75,77,76,Good
301,male,group D,some high school,free/reduced,,divorced,regularly,no,4,school_bus,< 5,55,53,52,53.33333333,Average
302,female,group C,associate's degree,standard,completed,single,never,yes,5,school_bus,> 10,66,83,80,76.33333333,Good
303,male,group B,associate's degree,standard,none,married,regularly,yes,1,school_bus,10-May,82,77,65,74.66666667,Average
304,female,group C,associate's degree,standard,completed,married,regularly,yes,2,school_bus,10-May,76,76,85,79,Good
305,male,group A,some college,standard,none,,sometimes,yes,7,private,10-May,69,67,69,68.33333333,Average
306,male,group E,some college,standard,completed,divorced,regularly,yes,5,private,10-May,100,88,83,90.33333333,Good
307,male,group C,some high school,standard,none,single,regularly,no,2,,10-May,52,52,45,49.66666667,Poor
308,female,group B,associate's degree,free/reduced,none,married,regularly,no,3,private,> 10,56,73,70,66.33333333,Average
309,female,group D,high school,free/reduced,,single,regularly,yes,5,,< 5,48,56,52,52,Average
310,female,group B,associate's degree,standard,none,married,sometimes,no,2,school_bus,10-May,73,76,80,76.33333333,Good
311,male,group B,bachelor's degree,standard,none,married,never,yes,3,school_bus,< 5,62,58,54,58,Average
312,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,0,private,,67,61,68,65.33333333,Average
313,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2,private,> 10,70,68,70,69.33333333,Average
315,male,group C,high school,standard,none,married,regularly,no,3,private,10-May,73,66,66,68.33333333,Average
316,female,group D,master's degree,standard,completed,widowed,never,yes,3,private,10-May,74,80,88,80.66666667,Good
317,male,group C,associate's degree,standard,none,single,sometimes,no,1,school_bus,10-May,83,72,78,77.66666667,Good
318,male,group B,bachelor's degree,standard,none,married,sometimes,yes,,private,< 5,61,69,67,65.66666667,Average
319,female,group D,associate's degree,free/reduced,none,single,regularly,no,1,school_bus,< 5,55,64,63,60.66666667,Average
320,female,group C,high school,free/reduced,,divorced,sometimes,yes,2,,< 5,64,77,82,74.33333333,Average
321,female,group E,high school,standard,none,married,never,no,3,private,> 10,74,85,78,79,Good
322,female,group C,some college,standard,none,married,regularly,yes,2,private,< 5,70,80,80,76.66666667,Good
323,female,group C,some high school,free/reduced,none,married,sometimes,yes,5,private,10-May,40,52,51,47.66666667,Poor
324,female,group C,high school,free/reduced,none,divorced,sometimes,no,1,,< 5,39,45,42,42,Poor
325,female,group C,some college,standard,none,single,sometimes,yes,3,school_bus,10-May,82,90,94,88.66666667,Good
326,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,10-May,61,61,62,61.33333333,Average
327,male,group A,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,29,23,19,23.66666667,Poor
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,10-May,82,75,77,78,Good
329,female,group B,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,39,54,49,47.33333333,Poor
330,male,group C,high school,standard,none,single,regularly,yes,,school_bus,< 5,70,59,61,63.33333333,Average
331,male,group C,associate's degree,standard,none,,sometimes,no,3,private,< 5,45,36,34,38.33333333,Poor
332,male,group E,associate's degree,standard,completed,married,never,no,3,school_bus,> 10,61,55,52,56,Average
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,90,78,81,83,Good
334,female,group C,bachelor's degree,standard,none,,sometimes,yes,1,,,83,93,95,90.33333333,Good
335,female,group B,some college,free/reduced,none,married,regularly,yes,2,,10-May,62,69,67,66,Average
336,male,group D,some high school,standard,completed,married,regularly,no,,private,10-May,78,71,70,73,Average
337,male,group C,associate's degree,standard,none,single,regularly,yes,2,,10-May,50,51,44,48.33333333,Poor
338,female,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,23,37,26,28.66666667,Poor
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,10-May,35,55,60,50,Poor
340,male,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,61,62,54,59,Average
341,female,group C,,standard,none,married,regularly,yes,0,,10-May,62,74,64,66.66666667,Average
342,female,group B,,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,74,72,70.66666667,Average
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,64,70,65,66.33333333,Average
344,male,group D,some college,standard,none,,regularly,yes,2,school_bus,< 5,78,72,67,72.33333333,Average
345,female,group C,high school,standard,none,married,sometimes,yes,4,private,10-May,72,80,75,75.66666667,Good
346,male,group B,,standard,none,married,sometimes,no,2,school_bus,10-May,62,61,57,60,Average
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,,< 5,76,93,95,88,Good
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,92,76,79,82.33333333,Good
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,10-May,52,65,69,62,Average
351,male,group E,some college,standard,none,married,,no,4,school_bus,> 10,67,57,53,59,Average
352,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78,71.66666667,Average
353,female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,45,57,57,53,Average
354,female,group C,some college,standard,none,married,never,yes,2,,< 5,55,68,66,63,Average
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3,school_bus,> 10,64,74,73,70.33333333,Average
356,male,group A,,standard,none,married,sometimes,no,2,private,10-May,63,61,61,61.66666667,Average
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,40,65,67,57.33333333,Average
359,female,group D,some college,standard,none,divorced,sometimes,no,1,private,< 5,77,88,87,84,Good
360,female,group B,high school,standard,none,married,never,yes,1,school_bus,10-May,56,61,57,58,Average
361,male,group B,some high school,standard,completed,single,regularly,yes,3,private,10-May,87,85,79,83.66666667,Good
362,female,group C,some college,standard,none,single,regularly,no,2,private,10-May,53,58,59,56.66666667,Average
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,26,33,31,30,Poor
364,male,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,10-May,60,60,59,59.66666667,Average
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,51,59,62,57.33333333,Average
366,male,group C,high school,standard,completed,married,sometimes,yes,2,,10-May,69,58,53,60,Average
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,,3,private,> 10,64,67,63,64.66666667,Average
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2,private,10-May,44,64,58,55.33333333,Average
369,female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,10-May,71,83,84,79.33333333,Good
370,male,group E,some college,standard,none,married,regularly,yes,3,private,10-May,86,78,72,78.66666667,Good
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,10-May,45,73,70,62.66666667,Average
372,male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,76,75,73,74.66666667,Average
373,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,84,98,97,93,Good
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,,> 10,60,71,74,68.33333333,Average
376,female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,82,91,83,85.33333333,Good
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,,private,10-May,85,95,100,93.33333333,Good
378,female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,73,84,78,78.33333333,Good
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,10-May,67,64,63,64.66666667,Average
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,80,86,83,83,Good
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,84,98,93,91.66666667,Good
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,,10-May,79,82,73,78,Good
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,40,50,47,45.66666667,Poor
384,female,group A,some high school,free/reduced,none,divorced,never,no,5,private,10-May,35,41,40,38.66666667,Poor
385,female,group E,some college,standard,none,divorced,regularly,yes,2,private,10-May,69,77,76,74,Average
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,62,71,68,67,Average
387,female,group C,,free/reduced,none,widowed,regularly,yes,4,school_bus,10-May,58,79,68,68.33333333,Average
388,female,group D,high school,standard,none,single,sometimes,yes,3,private,10-May,62,64,64,63.33333333,Average
389,male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,71,70,75,72,Average
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,10-May,75,68,60,67.66666667,Average
391,female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,74,66,75,71.66666667,Average
392,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,78,68,68,71.33333333,Average
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,60,55,58,57.66666667,Average
394,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,10-May,65,74,77,72,Average
396,female,group B,high school,free/reduced,none,married,never,no,5,school_bus,10-May,48,65,61,58,Average
398,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,73,62,57,64,Average
399,male,group D,some high school,standard,none,single,never,no,4,private,< 5,56,57,51,54.66666667,Average
400,female,group C,some high school,standard,completed,married,regularly,yes,3,private,10-May,60,54,68,60.66666667,Average
401,male,group A,some college,standard,,married,sometimes,no,1,school_bus,,53,43,43,46.33333333,Poor
402,female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,51,66,57,58,Average
403,female,group D,high school,standard,completed,single,sometimes,yes,4,private,10-May,88,99,100,95.66666667,Good
404,female,group C,high school,standard,none,single,regularly,yes,0,school_bus,10-May,55,59,63,59,Average
405,female,group C,some high school,standard,none,married,regularly,yes,,,< 5,62,72,68,67.33333333,Average
406,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,68,66,65,66.33333333,Average
407,female,group B,associate's degree,standard,,married,regularly,yes,3,school_bus,10-May,84,81,78,81,Good
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,10-May,52,57,56,55,Average
409,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,86,83,84,84.33333333,Good
410,female,group D,master's degree,standard,completed,,regularly,yes,2,private,10-May,72,73,78,74.33333333,Average
411,male,,some college,standard,completed,widowed,regularly,yes,4,school_bus,10-May,86,84,79,83,Good
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,,71,66,60,65.66666667,Average
414,female,group C,,free/reduced,,married,regularly,yes,3,school_bus,10-May,52,73,80,68.33333333,Average
415,male,group E,high school,standard,none,single,regularly,no,3,private,10-May,86,74,70,76.66666667,Good
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,68,72,66,68.66666667,Average
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3,,< 5,71,71,65,69,Average
418,male,group D,some college,standard,none,married,regularly,no,4,private,10-May,70,59,63,64,Average
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,10-May,57,56,54,55.66666667,Average
421,female,group D,high school,standard,completed,married,regularly,no,2,,< 5,56,57,64,59,Average
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,47,59,68,58,Average
423,female,group A,some high school,standard,completed,married,sometimes,yes,0,,< 5,57,83,78,72.66666667,Average
424,male,,some college,free/reduced,none,married,,no,2,private,10-May,41,39,34,38,Poor
425,female,,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,60,65,60,61.66666667,Average
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,10-May,88,84,88,86.66666667,Good
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,10-May,71,72,66,69.66666667,Average
428,male,group A,some high school,free/reduced,,single,sometimes,yes,1,private,,65,59,53,59,Average
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,70,63,55,62.66666667,Average
430,male,,associate's degree,free/reduced,none,married,sometimes,,1,private,< 5,62,65,57,61.33333333,Average
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,,61,72,70,67.66666667,Average
